file,"hgnc hits","on wp_all","on wp_hs","new wp_hs only","new wp_all","new hits only to wp_hs","new hits to wp_all"
PMC3974699__pone.0092926.g006.jpg.txt,2,1,0,1,1,AT1,R
PMC3974726__pone.0092481.g008.jpg.txt,3,2,0,2,1,MSK|TTP,IL-10
PMC3975838__1756-8722-7-18-1.jpg.txt,0,0,0,0,0,,
PMC3975838__1756-8722-7-18-2.jpg.txt,2,1,0,1,1,AN,QC
PMC3975884__1746-1596-9-48-1.jpg.txt,1,1,1,0,0,,
PMC3976145__nihms567403f1.jpg.txt,3,2,0,2,1,ON|CAN,ALL
PMC3976307__pone.0093818.g005.jpg.txt,1,1,0,1,0,L,
PMC3976829__BMRI2014-724274.004.jpg.txt,0,0,0,0,0,,
PMC3976861__ISRN.TOXICOLOGY2014-976428.002.jpg.txt,0,0,0,0,0,,
PMC3977945__2045-3701-4-13-2.jpg.txt,0,0,0,0,0,,
PMC3978385__nihms-570892-f0003.jpg.txt,1,1,1,0,0,,
PMC3978385__nihms-570892-f0004.jpg.txt,1,1,1,0,0,,
PMC3979352__nihms566930f1.jpg.txt,0,0,0,0,0,,
PMC3979733__pone.0093960.g007.jpg.txt,0,0,0,0,0,,
PMC3979765__pone.0094114.g009.jpg.txt,1,1,0,1,0,P,
PMC3979852__pone.0094445.g008.jpg.txt,10,9,2,7,1,LPS|AM|X|NU|P50|L|TN,IL-6
PMC3980473__nihms481367f6.jpg.txt,0,0,0,0,0,,
PMC3981027__gr6.jpg.txt,8,5,1,4,3,L|PLM|ND|PKC,LA|CA|NA
PMC3981532__nihms127992f1.jpg.txt,3,2,0,2,1,L|TYPE,II
PMC3981814__pone.0094496.g006.jpg.txt,5,3,0,3,2,ON|P|LPS,E|CELL
PMC3982803__nihms-569808-f0001.jpg.txt,8,4,0,4,4,H|CAM|IF|P,XM|II|MIN|J
PMC3983080__pcbi.1003546.g001.jpg.txt,0,0,0,0,0,,
PMC3983496__fphys-05-00131-g0002.jpg.txt,2,1,1,0,1,,J
PMC3983720__nihms567949f8.jpg.txt,15,10,2,8,5,L|SMAD1|S|H1|NU|SF|RP|P,DM|K3|K4|MX|STG
PMC3983859__1742-2094-11-72-6.jpg.txt,5,3,0,3,2,L|ARM|X,IL-4|J
PMC3984840__nihms-376300-f0003.jpg.txt,0,0,0,0,0,,
PMC3986667__1752-0509-8-39-3.jpg.txt,0,0,0,0,0,,
PMC3988951__gr6.jpg.txt,1,1,0,1,0,AN,
PMC3993994__nihms569654f1.jpg.txt,5,4,2,2,1,IKK|MEKK,E
PMC3994297__kjpp-18-109-g008.jpg.txt,3,2,0,2,1,X|L,CELL
PMC3994550__1471-2121-15-9-1.jpg.txt,4,3,0,3,1,HC|L|NU,SBK
PMC3995118__fig-5.jpg.txt,4,2,1,1,2,B,BAH|OUT
PMC3995778__pone.0095413.g004.jpg.txt,0,0,0,0,0,,
PMC3995778__pone.0095413.g005.jpg.txt,2,1,0,1,1,VN,U
PMC3996160__13238_2014_26_Fig6_HTML.jpg.txt,3,2,1,1,1,IFNB,T3
PMC3997497__pone.0095912.g012.jpg.txt,9,5,0,5,4,P65|BCL-XL|SURVIVIN|VEGF|MIG,NF-KB|M1|D1|CELL
PMC3997674__OL-07-05-1327-g00.jpg.txt,0,0,0,0,0,,
PMC3997674__OL-07-05-1327-g01.jpg.txt,0,0,0,0,0,,
PMC3997714__OL-07-05-1345-g02.jpg.txt,5,3,0,3,2,L|EI|AN,J|CELL
PMC3998120__nihms571268f4.jpg.txt,11,9,4,5,2,Y|P|GPCR|NOT|PERIOSTIN,HU|CYTIP
PMC3998676__nihms395811f1.jpg.txt,12,8,1,7,4,RL|MRS|L|S|MIG|Y|VEGF,E|MD|U|J
PMC3998841__nihms570576f2.jpg.txt,5,3,1,2,2,LPS|L,IL-6|E
PMC3999155__ppat.1004041.g006.jpg.txt,2,0,0,0,2,,RU|MAVS
PMC4000238__nihms568219f1.jpg.txt,0,0,0,0,0,,
PMC4000238__nihms568219f2.jpg.txt,2,2,1,1,0,S,
PMC4000644__CMMM2014-340758.001.jpg.txt,3,2,2,0,1,,SEPT2
PMC4000931__BMRI2014-797898.002.jpg.txt,0,0,0,0,0,,
PMC4000931__BMRI2014-797898.003.jpg.txt,2,1,0,1,1,MIR,16
PMC4001041__fimmu-05-00169-g001.jpg.txt,4,2,0,2,2,ON|AS,NLRC3|NF-KB
PMC4001295__cddis2014101f7.jpg.txt,0,0,0,0,0,,
PMC4001531__JCI69611.f4.jpg.txt,5,5,1,4,0,Y|S|IF|L,
PMC4001958__1657-9534-cm-43-03-00235-gf01.jpg.txt,0,0,0,0,0,,
PMC4002015__1657-9534-cm-44-01-00057-gf01.jpg.txt,3,2,0,2,1,Z|Y,MUD
PMC4002810__cmi201159f1.jpg.txt,2,1,0,1,1,X,IV
PMC4002811__cmi201160f2.jpg.txt,8,6,4,2,2,IKKE|TYPE,NF-KB|PE
PMC4003375__cmi201353f1.jpg.txt,0,0,0,0,0,,
PMC4003867__nihms401967f1.jpg.txt,6,3,0,3,3,IL-22|P|X,R|OR|U
PMC4004623__ar-2013-00286b_0006.jpg.txt,6,5,0,5,1,H|PM|P|AS|SA,S9
PMC4005015__nihms239986f9a.jpg.txt,6,2,0,2,4,AC|H,IL-1B|OR|E|FIG
PMC4006025__fcimb-04-00049-g0002.jpg.txt,0,0,0,0,0,,
PMC4007631__1755-8794-7-13-3.jpg.txt,15,8,2,6,7,NU|AM|S|X|P|MI,R|U|GM|MIN|OS|J|DAN
PMC4007780__1752-0509-8-30-1.jpg.txt,0,0,0,0,0,,
PMC4007928__997.fig1.jpg.txt,0,0,0,0,0,,
PMC4008004__jdi-1-134-g1.jpg.txt,1,1,0,1,0,ALK3,
PMC4009148__JIR2014-602846.002.jpg.txt,4,2,0,2,2,MSK|AURA,LARGE|GM
PMC4009148__JIR2014-602846.003.jpg.txt,3,2,0,2,1,L|ST2,CELL
PMC4009183__MI2014-451826.007.jpg.txt,3,3,1,2,0,Z|ALT,
PMC4009444__fphar-05-00086-g002.jpg.txt,0,0,0,0,0,,
PMC4011321__aps201252f8.jpg.txt,0,0,0,0,0,,
PMC4011580__oncotarget-05-1026-g006.jpg.txt,0,0,0,0,0,,
PMC4012154__12035_2013_8620_Fig1_HTML.jpg.txt,1,0,0,0,1,,E
PMC4012260__cjc-30-01-013-g002.jpg.txt,3,2,0,2,1,H|MU,U
PMC4012260__cjc-30-01-013-g003.jpg.txt,7,4,1,3,3,L|GLA|H,MIN|NL|U
PMC4012266__cjc-30-10-655-g002.jpg.txt,5,4,0,4,1,H|ATGL|MU|LC3,MA
PMC4012433__marinedrugs-12-01939-g009.jpg.txt,0,0,0,0,0,,
PMC4012725__oncotarget-05-1116-g001.jpg.txt,3,2,2,0,1,,CELL
PMC4012780__cmi201311f1.jpg.txt,6,4,2,2,2,Y|B,CELL|E
PMC4012926__cmi201139f1.jpg.txt,2,1,0,1,1,MSP,POEM
PMC4012993__pone.0091376.g006.jpg.txt,2,1,0,1,1,IN,E
PMC4013405__cjc-30-08-551-g003.jpg.txt,0,0,0,0,0,,
PMC4013419__cjc-30-07-442-g001.jpg.txt,0,0,0,0,0,,
PMC4013623__ijms-15-06184f3.jpg.txt,3,2,0,2,1,OF|PR,CELL
PMC4013640__ijms-15-06453f2.jpg.txt,0,0,0,0,0,,
PMC4013644__ijms-15-06517f3.jpg.txt,2,2,2,0,0,,
PMC4013649__ijms-15-06592f7.jpg.txt,3,1,1,0,2,,LP|CELL
PMC4013670__ijms-15-06925f6.jpg.txt,0,0,0,0,0,,
PMC4014232__ijcep0007-1524-f2.jpg.txt,3,2,0,2,1,P|L,U
PMC4014440__pgen.1004297.g009.jpg.txt,0,0,0,0,0,,
PMC4014746__1897-4287-12-13-1.jpg.txt,0,0,0,0,0,,
PMC4016011__pone.0096797.g001.jpg.txt,6,4,1,3,2,MU|X|S,J|JNK
PMC4016200__pone.0096946.g006.jpg.txt,1,1,0,1,0,NAC,
PMC4016833__BMRI2014-679168.001.jpg.txt,8,3,0,3,5,P|VN|L,U|MY|J|E|R
PMC4017039__WJG-20-5244-g001.jpg.txt,6,6,2,4,0,AN|IN|H|X,
PMC4017424__GHFBB-4-127-g001.jpg.txt,2,1,1,0,1,,NF-KB
PMC4017424__GHFBB-4-127-g004.jpg.txt,1,1,0,1,0,PI,
PMC4017430__GHFBB-4-192-g001.jpg.txt,1,0,0,0,1,,MS
PMC4018296__pone.0096776.g003.jpg.txt,6,3,0,3,3,L|AN|C-JUN,LI|SES|NG
PMC4018296__pone.0096776.g004.jpg.txt,0,0,0,0,0,,
PMC4018296__pone.0096776.g005.jpg.txt,0,0,0,0,0,,
PMC4018296__pone.0096776.g006.jpg.txt,0,0,0,0,0,,
PMC4018400__pone.0097471.g004.jpg.txt,3,2,0,2,1,L|UP,J
PMC4019493__1620fig8.jpg.txt,4,1,1,0,3,,RICH|J|JNK
PMC4020352__nihms575521f1.jpg.txt,4,2,0,2,2,FI|SCAR,E|U
PMC4020352__nihms575521f3.jpg.txt,0,0,0,0,0,,
PMC4020542__BMRI2014-728019.005.jpg.txt,0,0,0,0,0,,
PMC4020729__jdi-3-130-g1.jpg.txt,2,2,0,2,0,RAR|L,
PMC4021040__nihms-318070-f0002.jpg.txt,0,0,0,0,0,,
PMC4022607__tisb-2-e28127-g3.jpg.txt,3,2,0,2,1,B|AN,E
PMC4023177__1477-5956-12-22-3.jpg.txt,4,4,1,3,0,AA|AM|P,
PMC4023363__AJA-16-378-g001.jpg.txt,11,9,2,7,2,NU|SIN|X|OF|IN|MU|L,OR|U
PMC4024417__BMRI2014-965631.001.jpg.txt,4,2,0,2,2,X|AN,R|U
PMC4026543__cjc-33-05-231-g002.jpg.txt,4,1,1,0,3,,EPHB3|EPH|CELL
PMC4026686__fendo-05-00071-g001.jpg.txt,0,0,0,0,0,,
PMC4026686__fendo-05-00071-g002.jpg.txt,2,2,1,1,0,P,
PMC4026697__fendo-05-00072-g003.jpg.txt,0,0,0,0,0,,
PMC4027372__ml-2013-00014t_0006.jpg.txt,3,3,0,3,0,CI|H|CYC,
PMC4027996__1471-2202-15-61-5.jpg.txt,0,0,0,0,0,,
PMC4028780__1297-9716-44-120-3.jpg.txt,7,5,2,3,2,L|AN|Y,J|U
PMC4028840__1750-9378-8-49-1.jpg.txt,1,0,0,0,1,,E
PMC4029079__1471-2164-15-182-3.jpg.txt,0,0,0,0,0,,
PMC4029595__nihms-582785-f0007.jpg.txt,1,1,0,1,0,FI,
PMC4029773__nihms577662f1.jpg.txt,10,7,3,4,3,S|FAT|IN|STAT5,MICE|NUDE|IV
PMC4029773__nihms577662f2.jpg.txt,2,1,0,1,1,L,IL-4
PMC4030437__nihms580707f2.jpg.txt,3,1,0,1,2,B,E|ERK5
PMC4030835__biomolecules-02-00331-g003.jpg.txt,1,0,0,0,1,,JNK
PMC4031107__64_23_2.jpg.txt,6,3,1,2,3,RO|ON,SPEC|R|CELL
PMC4031445__nihms-499360-f0002.jpg.txt,7,6,1,5,1,P|CAM|L|ERK|EPAC,JNK
PMC4032276__pone.0098185.g007.jpg.txt,2,1,0,1,1,AMPK,WDR35
PMC4032327__pone.0098208.g005.jpg.txt,0,0,0,0,0,,
PMC4032892__fonc-04-00108-g001.jpg.txt,3,2,0,2,1,P|TORC1,JAM
PMC4033045__fnmol-07-00046-g001.jpg.txt,0,0,0,0,0,,
PMC4033076__fphar-05-00113-g003.jpg.txt,3,2,0,2,1,HIF-1|FE,IIS
PMC4033362__fendo-05-00079-g003.jpg.txt,3,2,1,1,1,B,E
PMC4033955__pharmaceuticals-03-01842-g003.jpg.txt,4,3,0,3,1,XLA|AM|MAT,SS
PMC4034118__nihms581332f6.jpg.txt,4,3,1,2,1,LN|L,R
PMC4037312__AD-5-3-203-Figure-3.jpg.txt,0,0,0,0,0,,
PMC4037577__MI2014-978463.003.jpg.txt,3,3,0,3,0,AMPK|COX2|H,
PMC4037577__MI2014-978463.004.jpg.txt,3,1,0,1,2,MCP-1,J|IL-6
PMC4038461__pcbi.1003578.g006.jpg.txt,0,0,0,0,0,,
PMC4038485__pgen.1004371.g008.jpg.txt,0,0,0,0,0,,
PMC4039177__nihms199097f1.jpg.txt,0,0,0,0,0,,
PMC4041052__1477-5956-12-30-9.jpg.txt,7,4,0,4,3,MCP-1|OF|ROS|L,K4|CELL|NF-KB
PMC4041713__nihms589041f2.jpg.txt,8,5,4,1,3,B,E|CELL|MHA
PMC4041713__nihms589041f4.jpg.txt,4,2,1,1,2,INT,E|APO
PMC4041745__pone.0098229.g001.jpg.txt,14,8,1,7,6,OF|ON|GEM|SON|AN|AS|S,SUN|FOR|U|MS|NETS|E
PMC4041745__pone.0098229.g004.jpg.txt,6,3,0,3,3,H|E1|L,U|SUN|MY
PMC4041745__pone.0098229.g005.jpg.txt,0,0,0,0,0,,
PMC4041745__pone.0098229.g006.jpg.txt,4,3,0,3,1,CO|AN|LU,R
PMC4041994__12864_2014_6081_Fig3_HTML.jpg.txt,0,0,0,0,0,,
PMC4042299__bcj201429f3.jpg.txt,1,0,0,0,1,,NL
PMC4042834__1753-6561-7-S7-S2-4.jpg.txt,0,0,0,0,0,,
PMC4045758__pone.0098653.g004.jpg.txt,0,0,0,0,0,,
PMC4046017__1297-9716-45-54-2.jpg.txt,0,0,0,0,0,,
PMC4047088__pone.0099195.g007.jpg.txt,0,0,0,0,0,,
PMC4047536__srep05208-f1.jpg.txt,8,2,1,1,6,L,U|GC1|MY|J|AG|L2
PMC4047762__nihms-580605-f0006.jpg.txt,0,0,0,0,0,,
PMC4047870__cddis2014178f1.jpg.txt,0,0,0,0,0,,
PMC4047873__cddis2014229f8.jpg.txt,0,0,0,0,0,,
PMC4047895__cddis2014215f1.jpg.txt,5,3,1,2,2,CAM|MU,SN|R
PMC4048185__pone.0097788.g009.jpg.txt,2,2,1,1,0,P38,
PMC4049685__OL-07-06-1761-g01.jpg.txt,4,2,1,1,2,GR,E|J
PMC4049898__org-10-86-g2.jpg.txt,5,2,0,2,3,VANGL|ACT,II|E|PCP
PMC4049900__org-10-96-g2.jpg.txt,6,3,0,3,3,X|BETA-CATENIN|OF,CELL|ISSD|PCP
PMC4051376__1471-2407-14-375-7.jpg.txt,3,2,1,1,1,OF,NF-KB
PMC4051675__pone.0099343.g001.jpg.txt,19,12,1,11,7,AN|L|AS|AR1|B|WR|H|SI|R1|CS1|NPR1,E|U|II|J|SP2|MA|PR1
PMC4051765__pone.0099772.g001.jpg.txt,0,0,0,0,0,,
PMC4052099__fgene-05-00176-g0001.jpg.txt,0,0,0,0,0,,
PMC4052302__marinedrugs-12-02485-g010.jpg.txt,0,0,0,0,0,,
PMC4052347__1752-0509-8-57-5.jpg.txt,0,0,0,0,0,,
PMC4052372__nihms582555f1.jpg.txt,0,0,0,0,0,,
PMC4052545__pharmaceuticals-04-00117f1.jpg.txt,4,2,1,1,2,PKC,CA|J
PMC4052696__BMRI2014-351095.009.jpg.txt,1,0,0,0,1,,CELL
PMC4052840__nihms-397790-f0002.jpg.txt,3,1,0,1,2,S,J|E
PMC4053266__1471-2105-15-162-3.jpg.txt,0,0,0,0,0,,
PMC4053348__nihms-426635-f0001.jpg.txt,1,0,0,0,1,,BCR
PMC4055569__pcbi.1003666.g002.jpg.txt,7,3,0,3,4,Z|OF|P53,HU|E|KH|G2
PMC4057083__pone.0097902.g008.jpg.txt,12,9,1,8,3,NP|AP2|H4|P|Y|ON|MU|X,CELL|R|UL
PMC4057583__1755-8794-7-30-10.jpg.txt,0,0,0,0,0,,
PMC4058194__BMRI2014-375980.006.jpg.txt,0,0,0,0,0,,
PMC4058194__BMRI2014-375980.008.jpg.txt,1,1,0,1,0,PI,
PMC4058521__BMRI2014-504808.001.jpg.txt,7,5,0,5,2,ANG|AT1|L|PKC|ERK,II|CGKII
PMC4060523__nihms588161f2.jpg.txt,2,1,1,0,1,,ACTIVIN
PMC4061041__pone.0099983.g006.jpg.txt,4,3,2,1,1,RS,DAMAGE
PMC4061726__emss-59125-f0001.jpg.txt,4,2,0,2,2,B|ON,CA|PCP
PMC4063677__pcbi.1003655.g001.jpg.txt,5,3,2,1,2,DELTA,E|J
PMC4063740__pntd.0002949.g008.jpg.txt,10,4,0,4,6,B|H|MN|Z,U|R|MS|E|XM|II
PMC4063991__12079_2014_224_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC4064951__dddt-8-775Fig1.jpg.txt,1,0,0,0,1,,CELL
PMC4065045__pone.0100613.g006.jpg.txt,0,0,0,0,0,,
PMC4065255__1123f1.jpg.txt,2,2,0,2,0,OF|P,
PMC4065738__BMRI2014-160692.003.jpg.txt,0,0,0,0,0,,
PMC4065826__en-23-130-g002.jpg.txt,0,0,0,0,0,,
PMC4065969__WJG-13-497-g002.jpg.txt,0,0,0,0,0,,
PMC4066200__fimmu-05-00277-g002.jpg.txt,3,2,0,2,1,NU|B,E
PMC4066587__fpls-05-00297-g002.jpg.txt,5,4,1,3,1,H|MU|ER,HYP1
PMC4067518__1477-7827-12-50-7.jpg.txt,0,0,0,0,0,,
PMC4067518__1477-7827-12-50-8.jpg.txt,0,0,0,0,0,,
PMC4067946__1471-2105-14-S19-S2-3.jpg.txt,3,0,0,0,3,,UCN|II|SUN
PMC4068075__1939-4551-7-13-3.jpg.txt,12,8,3,5,4,MU|P100|TNIP1|L|EMT,CA|U|GM|J
PMC4069059__pone.0100127.g007.jpg.txt,2,1,0,1,1,TNFA,LA
PMC4069097__pone.0100787.g006.jpg.txt,4,3,0,3,1,A2|X|RIP1,TNFR1
PMC4069606__nihms-596860-f0001.jpg.txt,5,3,0,3,2,Y|CAN|B,R|U
PMC4070412__fpls-05-00284-g005.jpg.txt,5,5,1,4,0,MAR|L|GA|NST1,
PMC4070524__nihms547262f1.jpg.txt,9,5,1,4,4,MEK1|ERK2|B|H,E|OR|ERK1|CTL
PMC4072777__ppat.1004165.g002.jpg.txt,18,10,0,10,8,Z|AM|AN|P|S|X|MAM|AA|Y|H,U|E|GAMMA|MA|GM|II|NM|CELL
PMC4072777__ppat.1004165.g003.jpg.txt,12,8,1,7,4,X|H|S|Y|IN|P|B,U|E|J|MS
PMC4074168__pone.0101277.g007.jpg.txt,4,2,1,1,2,L,GE|J
PMC4074810__cancers-06-00926-g001.jpg.txt,2,2,1,1,0,SIS,
PMC4074825__cancers-06-01208-g003.jpg.txt,3,1,0,1,2,P,CELL|U
PMC4075464__nihms586796f6.jpg.txt,5,2,1,1,3,ON,MT|MAFK|MA
PMC4076348__i0006-3363-89-1-13-f04.jpg.txt,0,0,0,0,0,,
PMC4076348__i0006-3363-89-1-13-f05.jpg.txt,0,0,0,0,0,,
PMC4076832__pone.0100094.g001.jpg.txt,2,1,0,1,1,OF,REM
PMC4079089__nihms582282f1.jpg.txt,4,2,0,2,2,L|X,CELL|J
PMC4079829__1744-8069-10-36-9.jpg.txt,4,3,1,2,1,HO|P,M1
PMC4081080__gku461fig3.jpg.txt,1,1,0,1,0,MIR,
PMC4083453__fendo-05-00099-g005.jpg.txt,6,2,0,2,4,IN|OF,CRI|R|UCE|E
PMC4085288__13238_2014_58_Fig1_HTML.jpg.txt,1,1,1,0,0,,
PMC4086483__nihms-604351-f0001.jpg.txt,4,3,2,1,1,TN,BCR
PMC4086889__pone.0101384.g004.jpg.txt,8,6,1,5,2,PM|X|H|MB|Y,XG|U
PMC4087218__jvs-15-179-g004.jpg.txt,3,3,0,3,0,L|4E-BP1|H,
PMC4090903__fimmu-05-00316-g002.jpg.txt,0,0,0,0,0,,
PMC4091082__psb-8-e26752-g5.jpg.txt,0,0,0,0,0,,
PMC4091530__ganc-05-113-g007.jpg.txt,5,4,0,4,1,CG|ON|LN|AS,U
PMC4091705__pgen.1004481.g008.jpg.txt,1,1,0,1,0,L,
PMC4092141__ppat.1004235.g001.jpg.txt,16,9,2,7,7,PM|S|MU|AM|L|AA|MAM,E|GP|MS|GM|U|J|R
PMC4092152__ppat.1004253.g008.jpg.txt,1,1,0,1,0,TYPE,
PMC4093421__jadp-04-182-g01.jpg.txt,5,5,0,5,0,B|OF|S|ON|IN,
PMC4094471__pone.0101929.g006.jpg.txt,1,1,0,1,0,B,
PMC4095003__1471-2105-15-S5-S3-3.jpg.txt,0,0,0,0,0,,
PMC4095906__nihms496289f3.jpg.txt,0,0,0,0,0,,
PMC4098619__DM2014-291419.001.jpg.txt,0,0,0,0,0,,
PMC4098730__phy2-2-e00284-g9.jpg.txt,11,5,0,5,6,PM|TN|Y|MU|AM,MX|HR|JNK|GM|R|E
PMC4100154__ijms-15-10334-g008.jpg.txt,3,3,0,3,0,PA|L|H,
PMC4102070__SCIENTIFICA2014-208928.004.jpg.txt,4,4,0,4,0,IP|L|PM|B,
PMC4102304__nihms585242f4.jpg.txt,2,2,2,0,0,,
PMC4102778__oncotarget-05-2881-g007.jpg.txt,9,8,6,2,1,AN|R1,R
PMC4103166__nihms588324f3.jpg.txt,0,0,0,0,0,,
PMC4104550__fonc-04-00174-g001.jpg.txt,0,0,0,0,0,,
PMC4105941__pcbi.1003573.g001.jpg.txt,8,5,0,5,3,MU|S|ON|PM|NU,U|MY|GAL
PMC4107617__1742-2094-11-110-3.jpg.txt,2,2,0,2,0,MAR|P40,
PMC4107940__fimmu-05-00343-g001.jpg.txt,11,5,1,4,6,LPS|MU|L|CAM,R|CELL|IL-23|NA|XRCC1|XPN
PMC4107945__fimmu-05-00342-g001.jpg.txt,7,4,1,3,3,LGP2|PP1A|TR,R|MDA5|PF
PMC4107957__fimmu-05-00352-g001.jpg.txt,8,6,2,4,2,ON|LR3|TYPE|IFN,CELL|U
PMC4108439__pone.0102948.g008.jpg.txt,0,0,0,0,0,,
PMC4109565__fphar-05-00164-g0003.jpg.txt,1,1,0,1,0,LD,
PMC4109802__nihms589452f2.jpg.txt,0,0,0,0,0,,
PMC4110715__1755-8794-7-S1-S3-5.jpg.txt,0,0,0,0,0,,
PMC4111578__pone.0103290.g006.jpg.txt,2,2,1,1,0,P38,
PMC4112623__2001-1326-3-25-1.jpg.txt,1,0,0,0,1,,J
PMC4113511__nihms601822f1.jpg.txt,1,1,1,0,0,,
PMC4115241__ijmsv11p1022g005.jpg.txt,1,1,1,0,0,,
PMC4116528__oncotarget-05-3880-g009.jpg.txt,2,0,0,0,2,,CH|CELL
PMC4116751__nihms605701f2.jpg.txt,7,4,0,4,3,X|IN|OF|Z,IV|U|E
PMC4116751__nihms605701f7.jpg.txt,10,7,1,6,3,AC|L|Y|P5|P|P6,II|NE|P7
PMC4117313__nihms606096f6.jpg.txt,7,4,0,4,3,L|RS|MN|H,U|R|M41
PMC4119234__mv-v20-1109-f5.jpg.txt,1,0,0,0,1,,CELL
PMC4120106__c3mb70496c-f3.jpg.txt,13,8,2,6,5,ER|PH|RL|XLA|IN|MU,ALL|HPH|NLN|II|E
PMC4120774__nihms-314392-f0004.jpg.txt,6,3,1,2,3,L|Z,II|PROM|DIM
PMC4120774__nihms-314392-f0006.jpg.txt,3,1,0,1,2,X,U|J
PMC4120774__nihms-314392-f0009.jpg.txt,2,1,0,1,1,X,MY
PMC4121214__BMRI2014-931825.004.jpg.txt,0,0,0,0,0,,
PMC4122293__nihms93683f8.jpg.txt,5,4,1,3,1,L|MLCK|MLC,J
PMC4122365__pone.0103292.g001.jpg.txt,13,7,1,6,6,AC|KL|AA|AS|UP|HO,DDI|U|KS|E|GO|TED
PMC4122412__pone.0104156.g008.jpg.txt,8,6,2,4,2,L|B|ENOS|ET,AID|J
PMC4123209__nihms-617278-f0002.jpg.txt,1,1,0,1,0,L,
PMC4123363__WJG-20-9744-g002.jpg.txt,17,9,2,7,8,MEK|ERK|L|MEK1|AM|AN|X,NAN|SAX|E|HAS|SES|NAP|FIG|J
PMC4124058__jkst-3-e29510-g1.jpg.txt,4,4,1,3,0,SE|OF|IN,
PMC4125180__pone.0104127.g003.jpg.txt,0,0,0,0,0,,
PMC4127075__nihms600767f2.jpg.txt,6,3,0,3,3,TALK|S|TWIST,U|RIN|J
PMC4127235__MI2014-310183.003.jpg.txt,6,4,0,4,2,L|SEX|X|P,GM|LH
PMC4127235__MI2014-310183.004.jpg.txt,0,0,0,0,0,,
PMC4128657__pone.0104202.g004.jpg.txt,0,0,0,0,0,,
PMC4128997__ijcep0007-3853-f3.jpg.txt,0,0,0,0,0,,
PMC4131049__12885_2013_4746_Fig7_HTML.jpg.txt,3,2,0,2,1,B|VEGF,CELL
PMC4132015__pone.0104885.g005.jpg.txt,1,1,0,1,0,RIM,
PMC4133022__11103_2014_221_Fig8_HTML.jpg.txt,2,2,0,2,0,SA|Z,
PMC4133035__cgm-7-2014-033f2.jpg.txt,2,2,0,2,0,CAN|DKK-1,
PMC4133232__pone.0104718.g010.jpg.txt,7,4,1,3,3,L|P|S,E|CA2|ERK1
PMC4134797__JIR2014-197548.003.jpg.txt,0,0,0,0,0,,
PMC4135311__nihms613472f2.jpg.txt,3,1,0,1,2,IN,L7|MICE
PMC4138085__pone.0104518.g002.jpg.txt,2,2,0,2,0,RO|IN,
PMC4138095__pone.0104282.g006.jpg.txt,8,6,0,6,2,AM|Y|Z|L|MU|UP,E|R
PMC4139835__ijms-15-12149-g007.jpg.txt,0,0,0,0,0,,
PMC4141640__f1000research-3-4838-g0002.jpg.txt,0,0,0,0,0,,
PMC4141691__pone.0101725.g005.jpg.txt,0,0,0,0,0,,
PMC4141883__nihms613168f1.jpg.txt,1,0,0,0,1,,CEL
PMC4142215__nihms484555f1.jpg.txt,1,1,0,1,0,B,
PMC4142280__JOPH2014-801787.004.jpg.txt,1,0,0,0,1,,U
PMC4143615__fimmu-05-00396-g002.jpg.txt,0,0,0,0,0,,
PMC4143617__fpls-05-00428-g001.jpg.txt,3,0,0,0,3,,CELL|PIT|E
PMC4145234__12967_2014_231_Fig1_HTML.jpg.txt,8,4,1,3,4,P|H|ARM,MASS|FA|J|E
PMC4145387__BMRI2014-637308.002.jpg.txt,10,7,4,3,3,CLC|B|Z,CELL|INI|ECI
PMC4146087__NRR-8-843-g003.jpg.txt,0,0,0,0,0,,
PMC4147239__11864_2014_294_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC4148086__oncotarget-05-4581-g001.jpg.txt,0,0,0,0,0,,
PMC4148093__oncotarget-05-4709-g006.jpg.txt,0,0,0,0,0,,
PMC4148120__oncotarget-05-5040-g007.jpg.txt,2,2,0,2,0,MEK|ON,
PMC4148370__MMR-10-04-1746-g04.jpg.txt,0,0,0,0,0,,
PMC4148386__MMR-10-04-1800-g02.jpg.txt,2,2,0,2,0,H|PA,
PMC4148637__fnagi-06-00230-g001.jpg.txt,4,3,1,2,1,L|IN,U
PMC4148637__fnagi-06-00230-g002.jpg.txt,10,4,0,4,6,L|ARM|Y|Z,OR|MT|J|HY|R|U
PMC4149495__pone.0105792.g001.jpg.txt,9,8,3,5,1,HER2|P|MEK|L|ERK,RX
PMC4150361__fnagi-06-00232-g0001.jpg.txt,1,1,0,1,0,RAD,
PMC4150760__gku577fig3.jpg.txt,4,3,1,2,1,Z|P,CELL
PMC4151153__fimmu-05-00421-g002.jpg.txt,0,0,0,0,0,,
PMC4151266__nihms-624103-f0005.jpg.txt,0,0,0,0,0,,
PMC4151463__nihms319397f9.jpg.txt,2,2,0,2,0,AN|CAN,
PMC4152115__ijcep0007-5369-f5.jpg.txt,0,0,0,0,0,,
PMC4152229__nihms606900f1.jpg.txt,2,1,0,1,1,ERA,CELL
PMC4152338__pone.0095254.g009.jpg.txt,3,3,1,2,0,MR|P,
PMC4152840__nihms172116f2.jpg.txt,2,2,0,2,0,AN|CALL,
PMC4154379__nihms157213f9.jpg.txt,0,0,0,0,0,,
