file,"hgnc hits","on wp_all","on wp_hs","new wp_all","new wp_hs","new hits to wp_all","new hits only to wp_hs"
PMC3997674__OL-07-05-1327-g00.txt,0,0,0,0,0,,
PMC3997674__OL-07-05-1327-g01.txt,2,1,0,1,1,U,S
PMC3997714__OL-07-05-1345-g02.txt,4,2,0,2,2,AU|CELL,SUR|L
PMC3998120__nihms571268f4.txt,14,13,6,1,7,CYTIP,L|RO|ACT|PI3K|GPCR|PERIOSTIN|HIF2A
PMC3998676__nihms395811f1.txt,8,4,0,4,4,PROT|GY|OP|E,L|AP|S|PR
PMC3998841__nihms570576f2.txt,13,6,3,7,3,IL-6|IL-1A|J|COT|R|ERK1|E,LPS|CO|P38
PMC3999155__ppat.1004041.g006.txt,3,0,0,3,0,MAVS|U|J,
PMC4000238__nihms568219f1.txt,1,1,0,0,1,,B
PMC4000238__nihms568219f2.txt,9,8,5,1,3,R,L|P|PTHRP
PMC4000644__CMMM2014-340758.001.txt,0,0,0,0,0,,
PMC4000931__BMRI2014-797898.002.txt,1,1,1,0,0,,
PMC4000931__BMRI2014-797898.003.txt,1,0,0,1,0,16,
PMC4001041__fimmu-05-00169-g001.txt,0,0,0,0,0,,
PMC4001295__cddis2014101f7.txt,0,0,0,0,0,,
PMC4001531__JCI69611.f4.txt,0,0,0,0,0,,
PMC4001958__1657-9534-cm-43-03-00235-gf01.txt,0,0,0,0,0,,
PMC4002015__1657-9534-cm-44-01-00057-gf01.txt,2,1,1,1,0,PHOSPHO,
PMC4002810__cmi201159f1.txt,0,0,0,0,0,,
PMC4002811__cmi201160f2.txt,0,0,0,0,0,,
PMC4003375__cmi201353f1.txt,0,0,0,0,0,,
PMC4003867__nihms401967f1.txt,0,0,0,0,0,,
PMC4004623__ar-2013-00286b_0006.txt,0,0,0,0,0,,
PMC4005015__nihms239986f9a.txt,1,0,0,1,0,FIG,
PMC4006025__fcimb-04-00049-g0002.txt,1,0,0,1,0,DAMAGE,
PMC4007631__1755-8794-7-13-3.txt,33,19,2,14,17,R|J|EL|U|EFO|SPON|MT|SS|APO|E|CNT|OR|SYM|PF,L|P|B|S|DI|CO|ND|PM|ENT|TR|OF|SC|PME|NTAL|NEU|IN|SIS
PMC4007780__1752-0509-8-30-1.txt,1,1,1,0,0,,
PMC4007928__997.fig1.txt,1,1,0,0,1,,P53
PMC4008004__jdi-1-134-g1.txt,14,13,8,1,5,TXNIP,RL|ALK3|UBC9|PERIOSTIN|HSP47
PMC4009148__JIR2014-602846.002.txt,2,0,0,2,0,II|UL,
PMC4009148__JIR2014-602846.003.txt,1,0,0,1,0,STL,
PMC4009183__MI2014-451826.007.txt,2,2,1,0,1,,ALT
PMC4009444__fphar-05-00086-g002.txt,0,0,0,0,0,,
PMC4011321__aps201252f8.txt,0,0,0,0,0,,
PMC4011580__oncotarget-05-1026-g006.txt,0,0,0,0,0,,
PMC4012154__12035_2013_8620_Fig1_HTML.txt,0,0,0,0,0,,
PMC4012260__cjc-30-01-013-g002.txt,8,4,2,4,2,R|LI|J|U,Y|AS
PMC4012260__cjc-30-01-013-g003.txt,3,2,0,1,2,R,CO|L
PMC4012266__cjc-30-10-655-g002.txt,7,4,0,3,4,U|LI|OR,L|ON|IN|ATGL
PMC4012433__marinedrugs-12-01939-g009.txt,0,0,0,0,0,,
PMC4012725__oncotarget-05-1116-g001.txt,3,1,1,2,0,R|CELL,
PMC4012780__cmi201311f1.txt,0,0,0,0,0,,
PMC4012926__cmi201139f1.txt,0,0,0,0,0,,
PMC4012993__pone.0091376.g006.txt,0,0,0,0,0,,
PMC4013405__cjc-30-08-551-g003.txt,3,3,0,0,3,,HRS|A2|RB
PMC4013419__cjc-30-07-442-g001.txt,0,0,0,0,0,,
PMC4013623__ijms-15-06184f3.txt,3,2,1,1,1,R,B
PMC4013640__ijms-15-06453f2.txt,0,0,0,0,0,,
PMC4013644__ijms-15-06517f3.txt,0,0,0,0,0,,
PMC4013649__ijms-15-06592f7.txt,0,0,0,0,0,,
PMC4013670__ijms-15-06925f6.txt,0,0,0,0,0,,
PMC4014232__ijcep0007-1524-f2.txt,4,3,1,1,2,E,B|H2
PMC4014440__pgen.1004297.g009.txt,0,0,0,0,0,,
PMC4014746__1897-4287-12-13-1.txt,1,1,1,0,0,,
PMC4016011__pone.0096797.g001.txt,2,1,0,1,1,MLK3,SE
PMC4016200__pone.0096946.g006.txt,10,6,2,4,4,R|UL|NG|NS,OT|FS|NAC|ROS
PMC4016833__BMRI2014-679168.001.txt,0,0,0,0,0,,
PMC4017039__WJG-20-5244-g001.txt,0,0,0,0,0,,
PMC4017424__GHFBB-4-127-g001.txt,0,0,0,0,0,,
PMC4017424__GHFBB-4-127-g004.txt,0,0,0,0,0,,
PMC4017430__GHFBB-4-192-g001.txt,0,0,0,0,0,,
PMC4018296__pone.0096776.g003.txt,5,5,1,0,4,,MEK|TOR|B|C-JUN
PMC4018296__pone.0096776.g004.txt,0,0,0,0,0,,
PMC4018296__pone.0096776.g005.txt,0,0,0,0,0,,
PMC4018296__pone.0096776.g006.txt,0,0,0,0,0,,
PMC4018400__pone.0097471.g004.txt,0,0,0,0,0,,
PMC4019493__1620fig8.txt,6,2,2,4,0,RICH|J|U|PIT,
PMC4020352__nihms575521f1.txt,3,3,2,0,1,,SCAR
PMC4020352__nihms575521f3.txt,0,0,0,0,0,,
PMC4020542__BMRI2014-728019.005.txt,0,0,0,0,0,,
PMC4020729__jdi-3-130-g1.txt,5,5,0,0,5,,ENT|P1|S|P3|GLUT12
PMC4021040__nihms-318070-f0002.txt,0,0,0,0,0,,
PMC4022607__tisb-2-e28127-g3.txt,0,0,0,0,0,,
PMC4023177__1477-5956-12-22-3.txt,0,0,0,0,0,,
PMC4023363__AJA-16-378-g001.txt,12,10,6,2,4,TFEB|OR,PI3K|FIP200|OF|AA
PMC4024417__BMRI2014-965631.001.txt,0,0,0,0,0,,
PMC4026543__cjc-33-05-231-g002.txt,6,3,2,3,1,EPH|EPHB4|J,L
PMC4026686__fendo-05-00071-g001.txt,0,0,0,0,0,,
PMC4026686__fendo-05-00071-g002.txt,0,0,0,0,0,,
PMC4026697__fendo-05-00072-g003.txt,0,0,0,0,0,,
PMC4027372__ml-2013-00014t_0006.txt,2,2,0,0,2,,Y|L
PMC4027996__1471-2202-15-61-5.txt,0,0,0,0,0,,
PMC4028780__1297-9716-44-120-3.txt,0,0,0,0,0,,
PMC4028840__1750-9378-8-49-1.txt,0,0,0,0,0,,
PMC4029079__1471-2164-15-182-3.txt,0,0,0,0,0,,
PMC4029595__nihms-582785-f0007.txt,3,1,1,2,0,U|J,
PMC4029773__nihms577662f1.txt,13,10,5,3,5,MICE|NUDE|AOX,STAT5|FAT|IN|GH|AP2
PMC4029773__nihms577662f2.txt,5,4,1,1,3,CELL,S|GH|L
PMC4030437__nihms580707f2.txt,1,1,0,0,1,,L
PMC4030835__biomolecules-02-00331-g003.txt,0,0,0,0,0,,
PMC4031107__64_23_2.txt,2,1,0,1,1,R,IFL
PMC4031445__nihms-499360-f0002.txt,8,6,3,2,3,E|JNK,ERK|EPAC|L
PMC4032276__pone.0098185.g007.txt,5,4,2,1,2,NF-KB,AMPK|P38
PMC4032327__pone.0098208.g005.txt,0,0,0,0,0,,
PMC4032892__fonc-04-00108-g001.txt,0,0,0,0,0,,
PMC4033045__fnmol-07-00046-g001.txt,0,0,0,0,0,,
PMC4033076__fphar-05-00113-g003.txt,5,2,1,3,1,U|LIS|CA,FE
PMC4033362__fendo-05-00079-g003.txt,0,0,0,0,0,,
PMC4033955__pharmaceuticals-03-01842-g003.txt,0,0,0,0,0,,
PMC4034118__nihms581332f6.txt,7,4,2,3,2,E|R|II,Z|B
PMC4037312__AD-5-3-203-Figure-3.txt,0,0,0,0,0,,
PMC4037577__MI2014-978463.003.txt,3,3,0,0,3,,AMPK|ENOS|COX2
PMC4037577__MI2014-978463.004.txt,4,2,0,2,2,JNK|IL-6,TNFA|MCP-1
PMC4038461__pcbi.1003578.g006.txt,0,0,0,0,0,,
PMC4038485__pgen.1004371.g008.txt,1,1,0,0,1,,RP
PMC4039177__nihms199097f1.txt,6,3,0,3,3,ST|E|J,H|L|CI
PMC4041052__1477-5956-12-30-9.txt,1,1,0,0,1,,L
PMC4041713__nihms589041f2.txt,8,7,3,1,4,CELL,L|H|P|MIR
PMC4041713__nihms589041f4.txt,6,2,2,4,0,R|CELL|E|OP,
PMC4041745__pone.0098229.g001.txt,6,5,0,1,5,HE,OF|ON|L|AS|SIS
PMC4041745__pone.0098229.g004.txt,2,1,1,1,0,E,
PMC4041745__pone.0098229.g005.txt,3,3,1,0,2,,L|X
PMC4041745__pone.0098229.g006.txt,1,1,0,0,1,,Y
PMC4041994__12864_2014_6081_Fig3_HTML.txt,1,0,0,1,0,E,
PMC4042299__bcj201429f3.txt,0,0,0,0,0,,
PMC4042834__1753-6561-7-S7-S2-4.txt,0,0,0,0,0,,
PMC4045758__pone.0098653.g004.txt,4,3,0,1,3,IV,B|IF|L
PMC4046017__1297-9716-45-54-2.txt,2,2,0,0,2,,X|PI
PMC4047088__pone.0099195.g007.txt,1,1,0,0,1,,IN
PMC4047536__srep05208-f1.txt,6,1,0,5,1,E|J|ST|M1|CASC,L
PMC4047762__nihms-580605-f0006.txt,1,0,0,1,0,BMP9,
PMC4047870__cddis2014178f1.txt,4,4,4,0,0,,
PMC4047873__cddis2014229f8.txt,1,0,0,1,0,CELL,
PMC4047895__cddis2014215f1.txt,3,1,0,2,1,R|J,L
PMC4048185__pone.0097788.g009.txt,3,2,0,1,2,MUC5AC,ER|P
PMC4049685__OL-07-06-1761-g01.txt,0,0,0,0,0,,
PMC4049898__org-10-86-g2.txt,2,0,0,2,0,E|L6,
PMC4049900__org-10-96-g2.txt,7,2,0,5,2,CELL|PCP|U|TUB|E,L|OF
PMC4051376__1471-2407-14-375-7.txt,1,1,0,0,1,,OF
PMC4051675__pone.0099343.g001.txt,7,4,1,3,3,U|J|R,L|AOC|B
PMC4051765__pone.0099772.g001.txt,0,0,0,0,0,,
PMC4052099__fgene-05-00176-g0001.txt,0,0,0,0,0,,
PMC4052302__marinedrugs-12-02485-g010.txt,0,0,0,0,0,,
PMC4052347__1752-0509-8-57-5.txt,1,1,1,0,0,,
PMC4052372__nihms582555f1.txt,1,0,0,1,0,R,
PMC4052545__pharmaceuticals-04-00117f1.txt,0,0,0,0,0,,
PMC4052696__BMRI2014-351095.009.txt,0,0,0,0,0,,
PMC4052840__nihms-397790-f0002.txt,1,1,0,0,1,,L
PMC4053266__1471-2105-15-162-3.txt,0,0,0,0,0,,
PMC4053348__nihms-426635-f0001.txt,2,2,2,0,0,,
PMC4055569__pcbi.1003666.g002.txt,0,0,0,0,0,,
PMC4057083__pone.0097902.g008.txt,0,0,0,0,0,,
PMC4057583__1755-8794-7-30-10.txt,0,0,0,0,0,,
PMC4058194__BMRI2014-375980.006.txt,0,0,0,0,0,,
PMC4058194__BMRI2014-375980.008.txt,1,1,0,0,1,,P
PMC4058521__BMRI2014-504808.001.txt,8,4,1,4,3,ST|HI|NOL|II,ERK|L|PKC
PMC4060523__nihms588161f2.txt,5,2,1,3,1,ACTIVIN|GP|CELL,TOR
PMC4061041__pone.0099983.g006.txt,3,1,0,2,1,AG|J,RS
PMC4061726__emss-59125-f0001.txt,3,1,0,2,1,CA2|PCP,B
PMC4063677__pcbi.1003655.g001.txt,4,3,2,1,1,J,DELTA
PMC4063740__pntd.0002949.g008.txt,0,0,0,0,0,,
PMC4063991__12079_2014_224_Fig1_HTML.txt,0,0,0,0,0,,
PMC4064951__dddt-8-775Fig1.txt,5,4,0,1,4,CELL,B|MEK|ERK|OF
PMC4065045__pone.0100613.g006.txt,0,0,0,0,0,,
PMC4065255__1123f1.txt,0,0,0,0,0,,
PMC4065738__BMRI2014-160692.003.txt,0,0,0,0,0,,
PMC4065826__en-23-130-g002.txt,0,0,0,0,0,,
PMC4065969__WJG-13-497-g002.txt,0,0,0,0,0,,
PMC4066200__fimmu-05-00277-g002.txt,1,0,0,1,0,R,
PMC4066587__fpls-05-00297-g002.txt,0,0,0,0,0,,
PMC4067518__1477-7827-12-50-7.txt,0,0,0,0,0,,
PMC4067518__1477-7827-12-50-8.txt,0,0,0,0,0,,
PMC4067946__1471-2105-14-S19-S2-3.txt,13,9,2,4,7,R|UI|U|NAN,P|L|DF|SON|CO|B|OCT
PMC4068075__1939-4551-7-13-3.txt,1,0,0,1,0,J,
PMC4069059__pone.0100127.g007.txt,0,0,0,0,0,,
PMC4069097__pone.0100787.g006.txt,0,0,0,0,0,,
PMC4069606__nihms-596860-f0001.txt,5,1,0,4,1,R|CELL|NE|OR,B
PMC4070412__fpls-05-00284-g005.txt,9,6,1,3,5,J|R|ALC,KL|L|GA|S|X
PMC4070524__nihms547262f1.txt,6,4,0,2,4,OR|CTL,ERK2|B|L|ARR2
PMC4072777__ppat.1004165.g002.txt,0,0,0,0,0,,
PMC4072777__ppat.1004165.g003.txt,10,7,1,3,6,SPL|E|J,L|PH|P|B|IP|H
PMC4074168__pone.0101277.g007.txt,0,0,0,0,0,,
PMC4074810__cancers-06-00926-g001.txt,0,0,0,0,0,,
PMC4074825__cancers-06-01208-g003.txt,0,0,0,0,0,,
PMC4075464__nihms586796f6.txt,9,6,2,3,4,R|MYPT|HE,HSP27|MLC|ON|H
PMC4076348__i0006-3363-89-1-13-f04.txt,8,3,1,5,2,J|IA|GD|EL|II,Z|L
PMC4076348__i0006-3363-89-1-13-f05.txt,4,3,1,1,2,J,RO|L
PMC4076832__pone.0100094.g001.txt,0,0,0,0,0,,
PMC4079089__nihms582282f1.txt,4,2,0,2,2,ERK1|CELL,MEK1|OF
PMC4079829__1744-8069-10-36-9.txt,3,2,1,1,1,GES,L
PMC4081080__gku461fig3.txt,5,5,1,0,4,,MIR-145|MEK1|MIR|S
PMC4083453__fendo-05-00099-g005.txt,4,2,1,2,1,E|J,IN
PMC4085288__13238_2014_58_Fig1_HTML.txt,0,0,0,0,0,,
PMC4086483__nihms-604351-f0001.txt,8,5,1,3,4,BCR|APCS|IL-6,CD40L|TN|C-FOS|C-JUN
PMC4086889__pone.0101384.g004.txt,0,0,0,0,0,,
PMC4087218__jvs-15-179-g004.txt,0,0,0,0,0,,
PMC4090903__fimmu-05-00316-g002.txt,0,0,0,0,0,,
PMC4091082__psb-8-e26752-g5.txt,0,0,0,0,0,,
PMC4091530__ganc-05-113-g007.txt,1,1,0,0,1,,B
PMC4091705__pgen.1004481.g008.txt,2,2,0,0,2,,NU|ON
PMC4092141__ppat.1004235.g001.txt,0,0,0,0,0,,
PMC4092152__ppat.1004253.g008.txt,2,2,1,0,1,,L
PMC4093421__jadp-04-182-g01.txt,11,9,1,2,8,TRAN|R,L|AN|B|LN|CTK|S|OF|ON
PMC4094471__pone.0101929.g006.txt,8,5,2,3,3,NCR|EL|J,B|L|S
PMC4095003__1471-2105-15-S5-S3-3.txt,13,8,1,5,7,J|U|IGLL|MT4|R,L|LN|HD|MI|H|MIG|B
PMC4095906__nihms496289f3.txt,1,1,0,0,1,,S
PMC4098619__DM2014-291419.001.txt,0,0,0,0,0,,
PMC4098730__phy2-2-e00284-g9.txt,11,7,1,4,6,JNK|R|E|NE,S|PKC|B|L|ERK|P
PMC4100154__ijms-15-10334-g008.txt,2,1,0,1,1,J,P
PMC4102070__SCIENTIFICA2014-208928.004.txt,3,1,0,2,1,JP|J,B
PMC4102304__nihms585242f4.txt,1,1,0,0,1,,OF
PMC4102778__oncotarget-05-2881-g007.txt,0,0,0,0,0,,
PMC4103166__nihms588324f3.txt,0,0,0,0,0,,
PMC4104550__fonc-04-00174-g001.txt,0,0,0,0,0,,
PMC4105941__pcbi.1003573.g001.txt,0,0,0,0,0,,
PMC4107617__1742-2094-11-110-3.txt,0,0,0,0,0,,
PMC4107940__fimmu-05-00343-g001.txt,0,0,0,0,0,,
PMC4107945__fimmu-05-00342-g001.txt,0,0,0,0,0,,
PMC4107957__fimmu-05-00352-g001.txt,0,0,0,0,0,,
PMC4108439__pone.0102948.g008.txt,2,2,1,0,1,,L
PMC4109565__fphar-05-00164-g0003.txt,0,0,0,0,0,,
PMC4109802__nihms589452f2.txt,0,0,0,0,0,,
PMC4110715__1755-8794-7-S1-S3-5.txt,10,6,2,4,4,J|GRF|ECM|APO,L|H|AS|SRC1
PMC4111578__pone.0103290.g006.txt,0,0,0,0,0,,
PMC4112623__2001-1326-3-25-1.txt,0,0,0,0,0,,
PMC4113511__nihms601822f1.txt,0,0,0,0,0,,
PMC4115241__ijmsv11p1022g005.txt,0,0,0,0,0,,
PMC4116528__oncotarget-05-3880-g009.txt,0,0,0,0,0,,
PMC4116751__nihms605701f2.txt,6,4,0,2,4,II|IV,OF|X|IN|CD
PMC4116751__nihms605701f7.txt,6,4,0,2,4,FATE|P7,L|P|PS|P6
PMC4117313__nihms606096f6.txt,6,2,1,4,1,U|J|LA|R,PYK2
PMC4119234__mv-v20-1109-f5.txt,4,2,0,2,2,ERK1|CELL,GPR91|L
PMC4120106__c3mb70496c-f3.txt,1,1,0,0,1,,B
PMC4120774__nihms-314392-f0004.txt,1,0,0,1,0,DIM,
PMC4120774__nihms-314392-f0006.txt,0,0,0,0,0,,
PMC4120774__nihms-314392-f0009.txt,0,0,0,0,0,,
PMC4121214__BMRI2014-931825.004.txt,0,0,0,0,0,,
PMC4122293__nihms93683f8.txt,11,8,3,3,5,HOA|J|R,ERK|PKC|GR|L|MLCK
PMC4122365__pone.0103292.g001.txt,0,0,0,0,0,,
PMC4122412__pone.0104156.g008.txt,7,3,1,4,2,SHE|J|MICE|E,L|ENOS
PMC4123209__nihms-617278-f0002.txt,6,4,0,2,4,E|IL-22BP,IL-22|IL-17A|ACT1|TAK1
PMC4123363__WJG-20-9744-g002.txt,1,1,1,0,0,,
PMC4124058__jkst-3-e29510-g1.txt,5,4,1,1,3,STAB,SE|OF|IN
PMC4125180__pone.0104127.g003.txt,3,1,0,2,1,LP|U,ON
PMC4127075__nihms600767f2.txt,9,6,1,3,5,J|CF|U,CD|SMA|TPS|L|CAR
PMC4127235__MI2014-310183.003.txt,3,2,1,1,1,R,P
PMC4127235__MI2014-310183.004.txt,0,0,0,0,0,,
PMC4128657__pone.0104202.g004.txt,0,0,0,0,0,,
PMC4128997__ijcep0007-3853-f3.txt,6,4,2,2,2,J|U,S|L
PMC4131049__12885_2013_4746_Fig7_HTML.txt,2,1,0,1,1,CELL,VEGF
PMC4132015__pone.0104885.g005.txt,0,0,0,0,0,,
PMC4133022__11103_2014_221_Fig8_HTML.txt,2,2,0,0,2,,SA|DP
PMC4133035__cgm-7-2014-033f2.txt,0,0,0,0,0,,
PMC4133232__pone.0104718.g010.txt,3,2,0,1,2,E,P|ERK
PMC4134797__JIR2014-197548.003.txt,4,1,0,3,1,R|BCMA|INE,BAFF
PMC4135311__nihms613472f2.txt,2,1,0,1,1,MICE,IN
PMC4138085__pone.0104518.g002.txt,0,0,0,0,0,,
PMC4138095__pone.0104282.g006.txt,0,0,0,0,0,,
PMC4139835__ijms-15-12149-g007.txt,0,0,0,0,0,,
PMC4141640__f1000research-3-4838-g0002.txt,0,0,0,0,0,,
PMC4141691__pone.0101725.g005.txt,2,2,1,0,1,,S
PMC4141883__nihms613168f1.txt,0,0,0,0,0,,
PMC4142215__nihms484555f1.txt,1,1,0,0,1,,B
PMC4142280__JOPH2014-801787.004.txt,0,0,0,0,0,,
PMC4143615__fimmu-05-00396-g002.txt,2,1,1,1,0,E,
PMC4143617__fpls-05-00428-g001.txt,0,0,0,0,0,,
PMC4145234__12967_2014_231_Fig1_HTML.txt,8,5,0,3,5,R|MIR-21|MIR-217,P|MI|MIR|L|EMT
PMC4145387__BMRI2014-637308.002.txt,0,0,0,0,0,,
PMC4146087__NRR-8-843-g003.txt,6,6,2,0,4,,B|ERK|ER|OF
PMC4147239__11864_2014_294_Fig1_HTML.txt,4,1,0,3,1,FACT|ANT|CELL,S
PMC4148086__oncotarget-05-4581-g001.txt,0,0,0,0,0,,
PMC4148093__oncotarget-05-4709-g006.txt,0,0,0,0,0,,
PMC4148120__oncotarget-05-5040-g007.txt,0,0,0,0,0,,
PMC4148370__MMR-10-04-1746-g04.txt,0,0,0,0,0,,
PMC4148386__MMR-10-04-1800-g02.txt,0,0,0,0,0,,
PMC4148637__fnagi-06-00230-g001.txt,0,0,0,0,0,,
PMC4148637__fnagi-06-00230-g002.txt,0,0,0,0,0,,
PMC4149495__pone.0105792.g001.txt,9,8,3,1,5,J,HER2|L|PKC|MRT|ERK
PMC4150361__fnagi-06-00232-g0001.txt,0,0,0,0,0,,
PMC4150760__gku577fig3.txt,3,2,1,1,1,CELL,B
PMC4151153__fimmu-05-00421-g002.txt,0,0,0,0,0,,
PMC4151266__nihms-624103-f0005.txt,1,1,0,0,1,,B
PMC4151463__nihms319397f9.txt,4,1,0,3,1,CELL|ECM|U,L
PMC4152115__ijcep0007-5369-f5.txt,8,3,2,5,1,J|U|NE|CELL|D1,SMA
PMC4152229__nihms606900f1.txt,3,2,0,1,2,CELL,LAP|H
PMC4152338__pone.0095254.g009.txt,5,4,1,1,3,NF-KB,MR|PI3K|ENH
PMC4152840__nihms172116f2.txt,4,2,1,2,1,NE|CELL,B
PMC4154379__nihms157213f9.txt,0,0,0,0,0,,
PMC4154660__pgen.1004582.g006.txt,0,0,0,0,0,,
PMC4156304__pone.0106006.g006.txt,1,0,0,1,0,J,
PMC4158168__MI2014-973986.006.txt,0,0,0,0,0,,
PMC4158461__MI2014-246407.007.txt,5,2,0,3,2,R|SIT|E,Y|ND
PMC4158873__fendo-05-00145-g003.txt,0,0,0,0,0,,
PMC4159007__evu158f7p.txt,0,0,0,0,0,,
PMC4159007__evu158f8p.txt,0,0,0,0,0,,
PMC4159007__evu158f9p.txt,6,3,1,3,2,J|SCA|CRA,IF|L
PMC4159867__ijms-15-14546-g002.txt,2,2,2,0,0,,
PMC4160345__gr7.txt,0,0,0,0,0,,
PMC4161967__srep06344-f7.txt,0,0,0,0,0,,
PMC4162460__onc201432f8.txt,0,0,0,0,0,,
PMC4163447__BMRI2014-236385.004.txt,19,14,6,5,8,E|KO|SOC|COT|U,Z|S|P|EI|PRKX|MU|B|SI
PMC4163887__BMB-47-184-g0001.txt,0,0,0,0,0,,
PMC416421__zmb0110440860009.txt,3,3,3,0,0,,
PMC4164261__BMRI2014-759473.001.txt,1,1,1,0,0,,
PMC4164656__pone.0107678.g007.txt,2,1,0,1,1,PINS,APX
PMC4166412__1750-2187-9-8-8.txt,0,0,0,0,0,,
PMC4166520__nihms621484f1.txt,4,1,0,3,1,LPC|CH|J,ALX
PMC4168054__12985_2014_2488_Fig4_HTML.txt,2,1,1,1,0,R,
PMC4168072__WJG-20-12381-g002.txt,3,2,0,1,2,J,L|S
PMC4170618__oncotarget-05-5483-g006.txt,0,0,0,0,0,,
PMC4171368__pone.0105814.g008.txt,4,3,1,1,2,U,S|L
PMC4171617__oncotarget-05-6113-g009.txt,0,0,0,0,0,,
PMC4172779__13048_2014_87_Fig3_HTML.txt,11,7,1,4,6,J|II|LI|R,P|Y|PL|AP|PKC|NFAT
PMC4176851__12943_2014_1420_Fig4_HTML.txt,0,0,0,0,0,,
PMC4176998__1475-2840-12-158-9.txt,2,1,0,1,1,R,L
PMC4180639__onc201469f7.txt,0,0,0,0,0,,
PMC4185420__elife03626f007.txt,3,0,0,3,0,RP58|PVR|R,
PMC4189466__jcp-18-249f5.txt,2,1,0,1,1,E,H
PMC4189604__s13588-014-0011-0-2.txt,0,0,0,0,0,,
PMC4194559__WJG-20-13756-g001.txt,0,0,0,0,0,,
PMC4196276__emss-60634-f0007.txt,0,0,0,0,0,,
PMC4196276__emss-60634-f0008.txt,0,0,0,0,0,,
PMC4196580__fgene-05-00348-g0006.txt,0,0,0,0,0,,
PMC4196580__fgene-05-00348-g0009.txt,0,0,0,0,0,,
PMC419826__pp1341500f09.txt,2,2,1,0,1,,GA
PMC4198691__gr6.txt,8,3,2,5,1,RIN|CELL|PDLIM2|LI|STAB,FE
PMC4200751__ijms-15-15778-g006.txt,1,1,1,0,0,,
PMC4201220__bt-22-371f2.txt,0,0,0,0,0,,
PMC4202134__oncotarget-05-7431-g007.txt,0,0,0,0,0,,
PMC4202139__oncotarget-05-7498-g005.txt,0,0,0,0,0,,
PMC4202189__1753-6561-8-S6-S4-5.txt,6,4,1,2,3,II|MT,RIT|P|S
PMC4204167__jcp-19-111f2.txt,2,1,0,1,1,U,MRP
PMC4204332__nihms-583651-f0001.txt,8,6,1,2,5,J|U,B|L|S|EFS|HSP27
PMC4204446__jcad_7_7_suppl1-g007.txt,0,0,0,0,0,,
PMC4204446__jcad_7_7_suppl1-g008.txt,0,0,0,0,0,,
PMC4204446__jcad_7_7_suppl1-g009a.txt,0,0,0,0,0,,
PMC4209605__ganc-05-303-g001.txt,0,0,0,0,0,,
PMC4210072__jdi-5-347-g1.txt,8,6,0,2,6,J|CAL,P|L|GLP-1|AC|EPAC|PI
PMC4210253__biomed-24-3-329f2.txt,0,0,0,0,0,,
PMC4214761__pone.0111819.g005.txt,0,0,0,0,0,,
PMC4215819__f1000research-3-5389-g0002.txt,0,0,0,0,0,,
PMC4216001__pone.0110737.g008.txt,0,0,0,0,0,,
PMC4216012__pone.0111350.g001.txt,0,0,0,0,0,,
PMC4217307__fphys-05-00420-g0009.txt,3,1,0,2,1,CA2|PYY,GLP-1
PMC4218690__cin-suppl.5-2014-001f1.txt,3,2,0,1,2,J,B|ON
PMC4218725__pone.0111408.g006.txt,2,1,0,1,1,BM,P
PMC4218941__gr1.txt,5,3,0,2,3,JNK|NUDT11,PKC|PKD|S
PMC4220839__cmi201457f2.txt,0,0,0,0,0,,
PMC4222074__1755-8794-6-53-4.txt,0,0,0,0,0,,
PMC4222471__991653.fig2.txt,10,10,6,0,4,,G1P|L|PI3K|ERK
PMC4222910__pone.0111244.g006.txt,0,0,0,0,0,,
PMC4225461__13238_2014_98_Fig1_HTML.txt,10,6,1,4,5,J|IA|II|U,PNI|B|ACLS|ON|L
PMC4226164__fnagi-06-00311-g001.txt,0,0,0,0,0,,
PMC4227122__1423-0127-21-61-7.txt,0,0,0,0,0,,
PMC4227245__ijms-15-18762-g006.txt,1,1,0,0,1,,FR
PMC4229029__nihms352986f1.txt,1,1,1,0,0,,
PMC4229244__pone.0112516.g006.txt,0,0,0,0,0,,
PMC4229251__nihms525600f9.txt,7,6,3,1,3,J,B|L|CRMP2
PMC4229655__nihms573356f10.txt,1,1,0,0,1,,L
PMC4229655__nihms573356f7.txt,3,2,1,1,1,ADP,P
PMC4232733__12885_2014_4985_Fig1_HTML.txt,0,0,0,0,0,,
PMC4234565__pnas.1408886111fig03.txt,0,0,0,0,0,,
PMC4236726__s12918-014-0088-0-2.txt,15,11,6,4,5,HI|J|E|R,B|OF|H|AO|L
PMC4236746__s12918-014-0099-x-3.txt,0,0,0,0,0,,
PMC4237136__fgene-05-00361-g002.txt,2,2,1,0,1,,LPS
PMC4238421__fpls-05-00648-g001.txt,0,0,0,0,0,,
PMC4238427__nihms596094f4.txt,1,1,0,0,1,,B
PMC4243459__nihms643248f2.txt,0,0,0,0,0,,
PMC4243489__fpls-05-00650-g002.txt,13,8,2,5,6,CTR1|ESP|R|AU|II,IN|L|Y|NAC|S|B
PMC4243705__nihms642954f4.txt,7,4,2,3,2,II|JNK|CELL,PI3K|S
PMC4245135__pone.0113419.g005.txt,0,0,0,0,0,,
PMC4245781__13048_2014_82_Fig1_HTML.txt,3,2,0,1,2,L2,L|VEGF
PMC4246235__viruses-06-04479-g001.txt,0,0,0,0,0,,
PMC4247569__PC_129296_f10.txt,5,3,0,2,3,CTRL|NRT1,COI|L|S
